item_name,Alcohol,Calcium,Calories,Cholesterol,Dietary Fiber,Iron,Protein,Saturated Fat,Sodium,Sugars,Total Carbohydrate,Total Fat,Trans Fat,Vitamin A,Vitamin C,Brand Name,Meal Type,Source URL,Potassium,Caffeine,Monounsaturated Fat,Polyunsaturated Fat,Omega- Fatty Acids,Alcohol_values,Alcohol_units,Calcium_values,Calcium_units,Cholesterol_values,Cholesterol_units,Dietary Fiber_values,Dietary Fiber_units,Iron_values,Iron_units,Protein_values,Protein_units,Saturated Fat_values,Saturated Fat_units,Sodium_values,Sodium_units,Sugars_values,Sugars_units,Total Carbohydrate_values,Total Carbohydrate_units,Total Fat_values,Total Fat_units,Vitamin A_values,Vitamin A_units,Vitamin C_values,Vitamin C_units,Potassium_values,Potassium_units,Trans Fat_values,Trans Fat_units,Monounsaturated Fat_values,Monounsaturated Fat_units,Polyunsaturated Fat_values,Polyunsaturated Fat_units,Caffeine_values,Caffeine_units,Omega- Fatty Acids_values,Omega- Fatty Acids_units,Unnamed: 0
Rod Pretzels,0 g,0 mg,110,0 mg,1 g,1 mg,3 g,0 g,290 mg,1 g,23 g,1 g,0 g,0 mg,0 mg,Kroger,Pretzels,https://www.calorieking.com/us/en/foods/f/calories-in-pretzels-rod-pretzels/dPaSGCv9R7Gjp2TlhKicUw,,,0 g,0.5 g,,0.0,g,0.0,mg,0.0,mg,1.0,g,1.0,mg,3.0,g,0.0,g,290.0,mg,1.0,g,23.0,g,1.0,g,0.0,mg,0.0,mg,,,0.0,g,0.0,g,0.5,g,,,,,
Smoked Honey Ham,0 g,0 mg,80,30 mg,0 g,1 mg,10 g,1 g,650 mg,3 g,3 g,2.5 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-smoked-honey-ham/bfkyc7XBR-OIdDUDWme0HA,,,,,,0.0,g,0.0,mg,30.0,mg,0.0,g,1.0,mg,10.0,g,1.0,g,650.0,mg,3.0,g,3.0,g,2.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Oven Roasted Turkey Breast & White Turkey,0 g,0 mg,30,10 mg,0 g,1 mg,5 g,0 g,340 mg,1 g,2 g,0.5 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-oven-roasted-turkey-breast-white-turkey/9CcU4HJ7TEmNxW_WsW5Auw,,,,,,0.0,g,0.0,mg,10.0,mg,0.0,g,1.0,mg,5.0,g,0.0,g,340.0,mg,1.0,g,2.0,g,0.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Sliders Mini Buns, 100% Whole Wheat",0 g,20 mg,70,0 mg,1 g,1 mg,3 g,0 g,130 mg,1 g,13 g,1 g,0 g,0 mg,0 mg,Kroger,Breads,https://www.calorieking.com/us/en/foods/f/calories-in-breads-sliders-mini-buns-100-whole-wheat/gRTXC5KuSCKkiHOmMHmx5A,,,0 g,0.5 g,,0.0,g,20.0,mg,0.0,mg,1.0,g,1.0,mg,3.0,g,0.0,g,130.0,mg,1.0,g,13.0,g,1.0,g,0.0,mg,0.0,mg,,,0.0,g,0.0,g,0.5,g,,,,,
"American, singles",0 g,100 mg,60,10 mg,0 g,0 mg,4 g,2 g,300 mg,0.5 g,1 g,4 g,0 g,200 mg,0 mg,Kroger,Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-american-singles/9Kam6joqSlGTKdqtf-BjVw,,,,,,0.0,g,100.0,mg,10.0,mg,0.0,g,0.0,mg,4.0,g,2.0,g,300.0,mg,0.5,g,1.0,g,4.0,g,200.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Hot Pork Sausage,0 g,0 mg,240,45 mg,0 g,1 mg,8 g,8 g,360 mg,0 g,2 g,22 g,0 g,0 mg,0 mg,Kroger,"Franks, Wieners & Sausages",https://www.calorieking.com/us/en/foods/f/calories-in-franks-wieners-sausages-hot-pork-sausage/X0j_xcVTS5SFNwdEqsKWeQ,,,,,,0.0,g,0.0,mg,45.0,mg,0.0,g,1.0,mg,8.0,g,8.0,g,360.0,mg,0.0,g,2.0,g,22.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Savory Garlic Shrimp Scampi,0 g,20 mg,320,95 mg,0 g,1 mg,10 g,11 g,870 mg,0 g,4 g,29 g,0 g,1250 mg,0 mg,Kroger,Fish,https://www.calorieking.com/us/en/foods/f/calories-in-fish-savory-garlic-shrimp-scampi/M9s9KrTSQle020NUC_HqeQ,,,,,,0.0,g,20.0,mg,95.0,mg,0.0,g,1.0,mg,10.0,g,11.0,g,870.0,mg,0.0,g,4.0,g,29.0,g,1250.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Pink Salmon,0 g,84 mg,76,34 mg,0 g,1 mg,10.1 g,0.8 g,227 mg,0 g,0 g,4.2 g,0 g,0 mg,0 mg,Kroger,Canned Meals,https://www.calorieking.com/us/en/foods/f/calories-in-canned-meals-pink-salmon/8FWHMtpBR1C95Jluz4hGPQ,,,,,,0.0,g,84.0,mg,34.0,mg,0.0,g,1.0,mg,10.1,g,0.8,g,227.0,mg,0.0,g,0.0,g,4.2,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Jelly, Strawberry",0 g,0 mg,50,,0 g,0 mg,0 g,0 g,0 mg,8 g,13 g,0 g,0 g,0 mg,0 mg,Kroger,Jams,https://www.calorieking.com/us/en/foods/f/calories-in-jams-jelly-strawberry/C8fzK6GTR1ipiBw3tjlEMQ,,,0 g,0 g,0 g,0.0,g,0.0,mg,,,0.0,g,0.0,mg,0.0,g,0.0,g,0.0,mg,8.0,g,13.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,0.0,g,0.0,g,,,0.0,g,
Home Style Seasoned Herb Croutons,0 g,,25,0 mg,0 g,,0 g,0 g,80 mg,0 g,4 g,1 g,,,,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-home-style-seasoned-herb-croutons/VVKwPJKUScmYzxnTgXfQVw,0 mg,,,,,0.0,g,,,0.0,mg,0.0,g,,,0.0,g,0.0,g,80.0,mg,0.0,g,4.0,g,1.0,g,,,,,0.0,mg,,,,,,,,,,,
"Lower Sodium Bacon, Hardwood Smoked",0 g,0 mg,80,20 mg,0 g,1 mg,5 g,2.5 g,160 mg,0 g,0 g,7 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-lower-sodium-bacon-hardwood-smoked/_IAFjhDFQDCOKdppDgkLvg,,,,,,0.0,g,0.0,mg,20.0,mg,0.0,g,1.0,mg,5.0,g,2.5,g,160.0,mg,0.0,g,0.0,g,7.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Fortify Plus Vanilla Nutrition Shake,0 g,300 mg,350,10 mg,1 g,5 mg,13 g,1 g,220 mg,22 g,50 g,11 g,0 g,1250 mg,36 mg,Kroger,Energy/Nutritional Drinks,https://www.calorieking.com/us/en/foods/f/calories-in-energynutritional-drinks-fortify-plus-vanilla-nutrition-shake/OY5_WWAuSiqCxpBltk48HA,540 mg,,,,,0.0,g,300.0,mg,10.0,mg,1.0,g,5.0,mg,13.0,g,1.0,g,220.0,mg,22.0,g,50.0,g,11.0,g,1250.0,mg,36.0,mg,540.0,mg,0.0,g,,,,,,,,,
Deli Thin Sliced Cooked Ham,0 g,0 mg,60,30 mg,0 g,1 mg,10 g,0.5 g,580 mg,0 g,1 g,1.5 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-deli-thin-sliced-cooked-ham/N2detESBR-eb6NV8eAGIJQ,,,,,,0.0,g,0.0,mg,30.0,mg,0.0,g,1.0,mg,10.0,g,0.5,g,580.0,mg,0.0,g,1.0,g,1.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Preserves, Red Raspberry",0 g,0 mg,40,0 mg,0 g,0 mg,0 g,0 g,0 mg,6 g,10 g,0 g,0 g,0 mg,0 mg,Kroger,Jams,https://www.calorieking.com/us/en/foods/f/calories-in-jams-preserves-red-raspberry/OWKxiZ6eRuSLq7-0p10Ycg,0 mg,,0 g,0 g,0 g,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,0.0,g,0.0,mg,6.0,g,10.0,g,0.0,g,0.0,mg,0.0,mg,0.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,
Yellow Mustard,0 g,,2,0 mg,0 g,,0 g,0 g,75 mg,0 g,0.5 g,0 g,0 g,,,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-yellow-mustard/_iO-yl5uTpyjFwE1vmEC3w,0 mg,,0 g,0 g,0 g,0.0,g,,,0.0,mg,0.0,g,,,0.0,g,0.0,g,75.0,mg,0.0,g,0.5,g,0.0,g,,,,,0.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,
"Raisin Bran, Crunchy Wheat Flakes Cereal w/ Raisins",0 g,20 mg,190,0 mg,7 g,5 mg,5 g,0 g,210 mg,17 g,46 g,1 g,0 g,1250 mg,0 mg,Kroger,"Breakfast Cereals, Ready To Eat",https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-raisin-bran-crunchy-wheat-flakes-cereal-w-raisins/Py0QLt1qQAa7wIScbl7F3Q,390 mg,,0 g,0 g,,0.0,g,20.0,mg,0.0,mg,7.0,g,5.0,mg,5.0,g,0.0,g,210.0,mg,17.0,g,46.0,g,1.0,g,1250.0,mg,0.0,mg,390.0,mg,0.0,g,0.0,g,0.0,g,,,,,
"Deluxe Frozen Yogurt, Chocolate",0 g,160 mg,200,20 mg,0 g,1 mg,6 g,2 g,120 mg,30 g,40 g,3 g,0 g,0 mg,0 mg,Kroger,Frozen Yogurt,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-yogurt-deluxe-frozen-yogurt-chocolate/sk0A55NaSoWpfJz6SP4M4g,,,,,,0.0,g,160.0,mg,20.0,mg,0.0,g,1.0,mg,6.0,g,2.0,g,120.0,mg,30.0,g,40.0,g,3.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Italian Sausage, Mild",0 g,20 mg,240,65 mg,1 g,1 mg,14 g,6 g,760 mg,2 g,5 g,18 g,0 g,100 mg,1 mg,Kroger,"Franks, Wieners & Sausages",https://www.calorieking.com/us/en/foods/f/calories-in-franks-wieners-sausages-italian-sausage-mild/mHRe-g4TQLWDKxlTfqSPJw,105 mg,,,,,0.0,g,20.0,mg,65.0,mg,1.0,g,1.0,mg,14.0,g,6.0,g,760.0,mg,2.0,g,5.0,g,18.0,g,100.0,mg,1.0,mg,105.0,mg,0.0,g,,,,,,,,,
Crab Select Leg Style,0 g,0 mg,90,15 mg,0 g,0 mg,9 g,0 g,470 mg,5 g,13 g,0 g,0 g,0 mg,0 mg,Kroger,Canned Meals,https://www.calorieking.com/us/en/foods/f/calories-in-canned-meals-crab-select-leg-style/f8eZNSPiSN-qeNWKbw786Q,,,0 g,0 g,0 g,0.0,g,0.0,mg,15.0,mg,0.0,g,0.0,mg,9.0,g,0.0,g,470.0,mg,5.0,g,13.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,0.0,g,0.0,g,,,0.0,g,
Oven Ready Breaded Coconut Shrimp with Dipping Sauce,0 g,40 mg,350,80 mg,2.5 g,1 mg,12 g,8.5 g,345 mg,5 g,27 g,21 g,0 g,0 mg,0 mg,Kroger,Fish,https://www.calorieking.com/us/en/foods/f/calories-in-fish-oven-ready-breaded-coconut-shrimp-with-dipping-sauce/jNyGKDqNRr6qxVxS8s7s6g,,,,,,0.0,g,40.0,mg,80.0,mg,2.5,g,1.0,mg,12.0,g,8.5,g,345.0,mg,5.0,g,27.0,g,21.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Saltines Unsalted Tops,0 g,,54,0 mg,0.5 g,,0 g,0.5 g,40 mg,0 g,10 g,1.5 g,,,,Kroger,Crackers,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-saltines-unsalted-tops/UoGndINdShqbpsKhPokdMw,0 mg,,,,,0.0,g,,,0.0,mg,0.5,g,,,0.0,g,0.5,g,40.0,mg,0.0,g,10.0,g,1.5,g,,,,,0.0,mg,,,,,,,,,,,
"Classic Mayo, Real Mayonnaise",0 g,0 mg,100,10 mg,0 g,0 mg,0 g,1.5 g,75 mg,0 g,0 g,11 g,0 g,0 mg,0 mg,Kroger,Mayonnaise,https://www.calorieking.com/us/en/foods/f/calories-in-mayonnaise-classic-mayo-real-mayonnaise/np-AqEpeS56_txHCpn_qHw,,,,,,0.0,g,0.0,mg,10.0,mg,0.0,g,0.0,mg,0.0,g,1.5,g,75.0,mg,0.0,g,0.0,g,11.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Beef Smoked Sausage,0 g,0 mg,180,35 mg,0 g,1 mg,7 g,7 g,400 mg,1 g,1 g,18 g,1 g,0 mg,0 mg,Kroger,"Franks, Wieners & Sausages",https://www.calorieking.com/us/en/foods/f/calories-in-franks-wieners-sausages-beef-smoked-sausage/MV0M4fkMRqmMJBm3T-giAQ,,,,,,0.0,g,0.0,mg,35.0,mg,0.0,g,1.0,mg,7.0,g,7.0,g,400.0,mg,1.0,g,1.0,g,18.0,g,0.0,mg,0.0,mg,,,1.0,g,,,,,,,,,
"Low-Fat, Plain",0 g,350 mg,150,20 mg,0 g,0 mg,13 g,2.5 g,150 mg,16 g,17 g,4 g,0 g,500 mg,0 mg,Kroger,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-low-fat-plain/x57jx9l-RCizkUSBwOUBZg,550 mg,,,,,0.0,g,350.0,mg,20.0,mg,0.0,g,0.0,mg,13.0,g,2.5,g,150.0,mg,16.0,g,17.0,g,4.0,g,500.0,mg,0.0,mg,550.0,mg,0.0,g,,,,,,,,,
"Clover Honey, Grade A, 100% Pure",0 g,,60,,,,0 g,0 g,0 mg,16 g,17 g,0 g,0 g,,,Kroger,Honeys,https://www.calorieking.com/us/en/foods/f/calories-in-honeys-clover-honey-grade-a-100-pure/rRcJAao-QXieZXAt8I4Arg,,,,,,0.0,g,,,,,,,,,0.0,g,0.0,g,0.0,mg,16.0,g,17.0,g,0.0,g,,,,,,,0.0,g,,,,,,,,,
Colby Monterey Jack,0 g,200 mg,100,30 mg,0 g,0 mg,7 g,5 g,170 mg,0 g,0.5 g,8 g,0 g,300 mg,0 mg,Kroger,Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-colby-monterey-jack/lthMIsxQS-6EZSGfu_hnyQ,,,,,,0.0,g,200.0,mg,30.0,mg,0.0,g,0.0,mg,7.0,g,5.0,g,170.0,mg,0.0,g,0.5,g,8.0,g,300.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Pickled Beets, Sliced",0 g,0 mg,20,0 mg,0 g,0 mg,0 g,0 g,50 mg,4 g,4 g,0 g,0 g,0 mg,0 mg,Kroger,Canned Vegetables,https://www.calorieking.com/us/en/foods/f/calories-in-canned-vegetables-pickled-beets-sliced/_IkvV75BRUK4NqS1Klkrwg,,,,,,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,0.0,g,50.0,mg,4.0,g,4.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Lite Ranch,0 g,0 mg,70,5 mg,0 g,0 mg,0 g,1 g,250 mg,2 g,3 g,6 g,0 g,0 mg,0 mg,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-lite-ranch/r8MM2BxZQle_nmo0GAOXNA,,,,,,0.0,g,0.0,mg,5.0,mg,0.0,g,0.0,mg,0.0,g,1.0,g,250.0,mg,2.0,g,3.0,g,6.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Noodles & Sauce Chicken Flavor As Packaged,0 g,20 mg,210,50 mg,2 g,2 mg,5 g,1 g,800 mg,2 g,42 g,1.5 g,0 g,200 mg,5 mg,Kroger,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-noodles-sauce-chicken-flavor-as-packaged/u-SnmsFDT9uMBIL-IIotmQ,,,,,,0.0,g,20.0,mg,50.0,mg,2.0,g,2.0,mg,5.0,g,1.0,g,800.0,mg,2.0,g,42.0,g,1.5,g,200.0,mg,5.0,mg,,,0.0,g,,,,,,,,,
Meals Made Simple Beef Pot Roast with Gravy,0 g,0 mg,290,95 mg,0 g,2 mg,25 g,8 g,340 mg,0.5 g,2 g,20 g,0 g,0 mg,0 mg,Kroger,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-meals-made-simple-beef-pot-roast-with-gravy/VS2DoMhjRlqaa9K0r8dC9Q,,,,,,0.0,g,0.0,mg,95.0,mg,0.0,g,2.0,mg,25.0,g,8.0,g,340.0,mg,0.5,g,2.0,g,20.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Blended, Plain",0 g,350 mg,150,20 mg,0 g,0 mg,13 g,2.5 g,150 mg,16 g,17 g,4 g,0 g,500 mg,0 mg,Kroger,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-blended-plain/Tv5FYJQ9TgWhvUDJNkwCEw,550 mg,,,,,0.0,g,350.0,mg,20.0,mg,0.0,g,0.0,mg,13.0,g,2.5,g,150.0,mg,16.0,g,17.0,g,4.0,g,500.0,mg,0.0,mg,550.0,mg,0.0,g,,,,,,,,,
Cooked Ham Water Added,0 g,0 mg,25,10 mg,0 g,0 mg,4 g,0 g,280 mg,0 g,0 g,1 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-cooked-ham-water-added/QTazueYESsiNYCU-ol75vw,,,,,,0.0,g,0.0,mg,10.0,mg,0.0,g,0.0,mg,4.0,g,0.0,g,280.0,mg,0.0,g,0.0,g,1.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Blended Yogurt, average all brands (east coast)",0 g,,190,10 mg,,,8 g,1 g,120 mg,32 g,35 g,2 g,,,,Kroger,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-blended-yogurt-average-all-brands-east-coast/T5OfK2B9RjSEnlJsTjMfrg,,,,,,0.0,g,,,10.0,mg,,,,,8.0,g,1.0,g,120.0,mg,32.0,g,35.0,g,2.0,g,,,,,,,,,,,,,,,,,
"Mozzarella Low Moisture Part Skim, 16oz",0 g,200 mg,80,15 mg,0 g,0 mg,7 g,3.5 g,210 mg,0 g,0.5 g,6 g,0 g,200 mg,0 mg,Kroger,Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-mozzarella-low-moisture-part-skim-16oz/ceCR2GKOSi62CoVzHqKchg,,,,,,0.0,g,200.0,mg,15.0,mg,0.0,g,0.0,mg,7.0,g,3.5,g,210.0,mg,0.0,g,0.5,g,6.0,g,200.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Sliced Turkey,0 g,20 mg,120,55 mg,0 g,1 mg,12 g,2 g,900 mg,1 g,2 g,7 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-sliced-turkey/D0R072oDSti2nqt-Kx2B-w,,,,,,0.0,g,20.0,mg,55.0,mg,0.0,g,1.0,mg,12.0,g,2.0,g,900.0,mg,1.0,g,2.0,g,7.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Lite: French Apple Pie (west coast),0 g,,96,5 mg,0 g,,9 g,0 g,180 mg,11 g,15 g,0 g,0 g,,,Kroger,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-lite-french-apple-pie-west-coast/05TgfVGRSF-8Wlx2DH22Aw,350 mg,,0 g,0 g,0 g,0.0,g,,,5.0,mg,0.0,g,,,9.0,g,0.0,g,180.0,mg,11.0,g,15.0,g,0.0,g,,,,,350.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,
"Chip Mates, Original",0 g,20 mg,120,0 mg,0 g,1 mg,1 g,2 g,80 mg,8 g,16 g,6 g,0 g,0 mg,0 mg,Kroger,Cookies,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-chip-mates-original/zIynVMzwTayCxZOGpzd2Zw,,,,,,0.0,g,20.0,mg,0.0,mg,0.0,g,1.0,mg,1.0,g,2.0,g,80.0,mg,8.0,g,16.0,g,6.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Cottage Cheese, Fat Free",0 g,60 mg,80,10 mg,0 g,0 mg,15 g,0 g,390 mg,3 g,5 g,0 g,0 g,200 mg,0 mg,Kroger,Cottage Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cottage-cheese-cottage-cheese-fat-free/ZPb_eLLqQ8WvXl4y2inWOw,,,,,,0.0,g,60.0,mg,10.0,mg,0.0,g,0.0,mg,15.0,g,0.0,g,390.0,mg,3.0,g,5.0,g,0.0,g,200.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Tomato Ketchup,0 g,,16,0 mg,0 g,,0 g,0 g,90 mg,4 g,4 g,0 g,0 g,,,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-tomato-ketchup/ipbV2N-cSZqLbPEnw6whbg,0 mg,,0 g,0 g,0 g,0.0,g,,,0.0,mg,0.0,g,,,0.0,g,0.0,g,90.0,mg,4.0,g,4.0,g,0.0,g,,,,,0.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,
"Casserole, shredded",0 g,200 mg,100,30 mg,0 g,0 mg,6 g,5 g,230 mg,0 g,1 g,8 g,0 g,300 mg,0 mg,Kroger,Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-casserole-shredded/q1cpaOcWQpaXfIbJs923Fw,,,,,,0.0,g,200.0,mg,30.0,mg,0.0,g,0.0,mg,6.0,g,5.0,g,230.0,mg,0.0,g,1.0,g,8.0,g,300.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Haddock Fillet,0 g,,120,,,,15 g,,,,4 g,5 g,,,,Kroger,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-haddock-fillet/r5m7uQRfRAquDlWhz0LjPg,,,,,,0.0,g,,,,,,,,,15.0,g,,,,,,,4.0,g,5.0,g,,,,,,,,,,,,,,,,,
"Peanut Butter, Creamy",0 g,0 mg,180,0 mg,2 g,1 mg,7 g,4.5 g,150 mg,4 g,7 g,15 g,0 g,0 mg,0 mg,Kroger,Nut Spreads,https://www.calorieking.com/us/en/foods/f/calories-in-nut-spreads-peanut-butter-creamy/rcgTelvoRvGwmZnq3xkwsA,,,7 g,4.5 g,,0.0,g,0.0,mg,0.0,mg,2.0,g,1.0,mg,7.0,g,4.5,g,150.0,mg,4.0,g,7.0,g,15.0,g,0.0,mg,0.0,mg,,,0.0,g,7.0,g,4.5,g,,,,,
Mozzarella Low Moisture Part Skim,0 g,200 mg,80,15 mg,0 g,0 mg,8 g,3 g,170 mg,0 g,0.5 g,5 g,0 g,200 mg,0 mg,Kroger,Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-mozzarella-low-moisture-part-skim/J9P0VGZQSce4LQCNe3qxEA,,,,,,0.0,g,200.0,mg,15.0,mg,0.0,g,0.0,mg,8.0,g,3.0,g,170.0,mg,0.0,g,0.5,g,5.0,g,200.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Raw Pollock Fillets,0 g,20 mg,80,35 mg,0 g,1 mg,18 g,0 g,320 mg,0 g,0 g,0.5 g,0 g,0 mg,0 mg,Kroger,Fish,https://www.calorieking.com/us/en/foods/f/calories-in-fish-raw-pollock-fillets/plP3-FlKQRSdDuZI3ytPIg,,,,,,0.0,g,20.0,mg,35.0,mg,0.0,g,1.0,mg,18.0,g,0.0,g,320.0,mg,0.0,g,0.0,g,0.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Rice Bowl, Teriyaki",0 g,,320,,,,16.5 g,,,,59 g,2 g,,,,Kroger,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-rice-bowl-teriyaki/7f1ERlNFRl2tLAT11u9e-g,,,,,,0.0,g,,,,,,,,,16.5,g,,,,,,,59.0,g,2.0,g,,,,,,,,,,,,,,,,,
2% Reduced Fat Milk,0 g,300 mg,120,20 mg,0 g,0 mg,8 g,3 g,120 mg,11 g,12 g,5 g,0 g,500 mg,2 mg,Kroger,Milk & Flavored Milk,https://www.calorieking.com/us/en/foods/f/calories-in-milk-flavored-milk-2-reduced-fat-milk/yw0BTl06Qlyrqmmf9118xQ,390 mg,,,,,0.0,g,300.0,mg,20.0,mg,0.0,g,0.0,mg,8.0,g,3.0,g,120.0,mg,11.0,g,12.0,g,5.0,g,500.0,mg,2.0,mg,390.0,mg,0.0,g,,,,,,,,,
"Double Pizza, shredded",0 g,200 mg,90,20 mg,0 g,0 mg,7 g,4 g,170 mg,0 g,1 g,7 g,0 g,200 mg,0 mg,Kroger,Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-double-pizza-shredded/MMDKQxgzTpuT9n1NsET9jw,,,,,,0.0,g,200.0,mg,20.0,mg,0.0,g,0.0,mg,7.0,g,4.0,g,170.0,mg,0.0,g,1.0,g,7.0,g,200.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
"Jumbo Hamburger, White, Enriched Buns",0 g,80 mg,200,0 mg,1 g,2 mg,6 g,0.5 g,360 mg,5 g,39 g,2.5 g,0 g,0 mg,0 mg,Kroger,Breads,https://www.calorieking.com/us/en/foods/f/calories-in-breads-jumbo-hamburger-white-enriched-buns/PiLn3OF5QEu-0dw2CtqksQ,,,,,,0.0,g,80.0,mg,0.0,mg,1.0,g,2.0,mg,6.0,g,0.5,g,360.0,mg,5.0,g,39.0,g,2.5,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Ranch w. Bacon,0 g,0 mg,120,10 mg,0 g,0 mg,1 g,2 g,260 mg,1 g,1 g,13 g,0 g,0 mg,0 mg,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-ranch-w-bacon/H-iG9ieOQd-8gQ7X_xceWw,,,,,,0.0,g,0.0,mg,10.0,mg,0.0,g,0.0,mg,1.0,g,2.0,g,260.0,mg,1.0,g,1.0,g,13.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,
Kosher Dill Spears,0 g,,4,0 mg,0 g,,0 g,0 g,90 mg,0 g,1 g,0 g,0 g,,,Kroger,Packaged Vegetables,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-vegetables-kosher-dill-spears/WiyN8oLCTpKpNyqci_VjfA,0 mg,,0 g,0 g,0 g,0.0,g,,,0.0,mg,0.0,g,,,0.0,g,0.0,g,90.0,mg,0.0,g,1.0,g,0.0,g,,,,,0.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,
